sep=;
TÍTULO;AUTOR;AUTOR INSTITUCIONAL;AÑO;EDITOR;REUNIÓN;SIGNATURA;CÓDIGO DOC;ICS;DESCRIPTORES;RESUMEN
"Detección de quistes de Giardia lamblia en agua";"Feldman, Raquel E.; Valle Guardis, Mónica del; Gariboglio, Miguel A.";"Consejo Federal de Inversiones (CFI)";"1992";"CFI";"";"556/C755/ser.5";"";"";"Parásitos; Filtros; Polipropileno; Epidemiología; Enfermedades; Tratamiento de aguas; Buenos Aires, Argentina";""
"Biology of wastewater treatment";"Gray, N.F.";"";"1989";"Oxford University Press";"";"628.16:573/G778";"";"";"Tratamiento de aguas; Biología; Biotecnología; Purificación del agua; Aguas residuales; Microorganismos; Control de la contaminación; Disposición de efluentes";""
"Tratamiento de agua para la industria y otros usos";"Nordell, E.";"";"1984";"Pueblo y Educación";"";"628.1/N828/1984";"";"";"Agua; Tratamiento de aguas; Abastecimiento de agua; Minerales; Gases; Color; Sabor; Olor; Microorganismos; Impurezas; Purificación del agua; Desinfeccion; Calderas; Enfriamiento; Sustancias químicas; Hierro; Manganeso; Sedimentación; Coagulación; Filtración; Intercambio de iones; Desmineralización; Industria";""
"Finite element flow analysis";"Kawai, Tadahiko";"";"1982";"UTP";"International symposium on finite element methods in flow problems, 4. JP. 1982";"518.61/K22";"";"";"Elementos finitos; Análisis matemático; Fluidos; Viscosidad; Convección del calor; Polímeros; Superficies; Agua superficial; Filtración; Sedimentos; Sistemas computarizados";""
"Advances in applied microbiology";"";"";"1959-";"Academic press";"";"576.8/A244/A";"";"";"Microbiología; Microbios; Microorganismos; Biotecnología; Bacteriología; Fermentación; Antibióticos; Ionización; Fenoles; Insectos; Lodos activados; Efluentes industriales; Vinagre; Energía biológica; Esterilización; Bacterias; Industria láctea; Nutrición animal; Electricidad; Pinturas; Agua; Contaminación del agua; Enzimas; Industria farmaceútica; Vitamina C; Odontología; Huevos; Micotoxinas; Compuestos organometálicos; Residuos urbanos; Pesticidas; Lípidos; Salsas; Soja; Levaduras; Bebidas; Alcohol etílico; Hidrocarburos; Agua potable; Corrosión";""
"Standard methods for the examination of water and wastewater";"";"American Public Health Association (APHA) // American Water Works Association (AWWA) // Water Environment Federation (WEF)";"1992";"APHA // AWWA // WEF";"";"628.1/.3/APHA/N";"";"";"Análisis de agua; Métodos de análisis; Agua; Aguas residuales; Propiedades físicas; Metales; No metales; Compuestos orgánicos; Radioactividad; Toxicidad; Análisis microbiológico; Ensayos biológicos";""
"El estado líquido";"Darmois, Eugene";"";"1947";"Espas-Calpe argentina";"";"INTI/CID 228/Maroni";"";"";"Líquidos; Fase líquida; Ecuaciones de estado; Moléculas; Estructura molecular; Viscosidad; Soluciones líquidas; Agua; Evaporación; Solidificación; Vitrificación; Helio";""
"Atomic physics";"Born, Max";"";"1970";"Hafner";"";"INTI/CID 275/Maroni";"";"";"Física atómica; Cinética; Gases; Presión; Calor específico; Energía; Velocidad; Partículas elementales; Conductividad eléctrica; Rayos X; Radiación; Radioactividad; Protones; Neutrones; Rayos cósmicos; Estructura atómica; Atomos; Electrones; Inercia; Dispersión; Masa; Hidrógeno; Agua pesada; Ondas; Transmisión de la luz; Interferencia; Difracción; Teoría cuántica; Espectros; Matrices; Estructura molecular; Espectroscopía de resonancia por spin electrónico; Helio; Magnetismo; Estadística; Sólidos; Física nuclear; Metales; Distribución; Fotoelectricidad; Conductividad térmica; Termoelectricidad; Estructura molecular; Moléculas; Propiedades";""
"Pompas de jabón y las fuerzas que las producen";"Boys, Charles V.";"";"1964";"EUDEBA";"";"INTI/CID 342/Maroni";"";"";"Jabones; Agua";""
"Teoría atómica-molecular";"Dalton, John; Avogadro, Amedeo; Ampére, André-Marie";"";"1965";"EUDEBA";"";"INTI/CID 396/Maroni";"";"";"Física atómica; Física molecular; Absorción de agua; Gases; Atomos; Moléculas";""
"Tratado de estequiometría";"Nylén, P.; Wigren, N.";"";"1943";"Ediciones Ars";"";"INTI/CID 447/Maroni";"";"";"Estequiometría; Química; Formulas químicas; Gases; Peso específico; Volumen; Oxidación; Electrólisis; Reacciones químicas; Agua; Iones; Electroquímica";""
"Texto formativo de química inorgánica";"Prélat, Carlos E.; Lelong, Alberto L.M.";"";"1943";"Espasa-Calpe argentina";"";"INTI/CID 456/Maroni";"";"";"Química inorgánica; Química; Elementos químicos; Sustancias químicas; Agua; Oxígeno; Hidrógeno; Halógenos; Soluciones líquidas; Carbono; Electroquímica; Acidos; Metales; Cristales";""
"Tratado de química inorgánica";"Riesenfeld, Ernesto H.";"";"1942";"Manuel Marín";"";"INTI/CID 465/Maroni";"";"";"Química inorgánica; Agua; Hidrógeno; Oxígeno; Ozono; No metales; Halógenos; Metales; Acidos; Gases";""
"La biosfera";"";"";"1972";"Alianza";"";"INTI/CID 514/Maroni";"";"";"Biosfera; Energía solar; Agua; Carbono; Oxígeno; Nitrógeno; Minerales; Alimentos; Energía";""
"Alloy cast irons";"";"American Foundrymen's Association (AFA)";"1944";"AFA";"";"INTI/CID 536/Maroni";"";"";"Metalurgia; Metales; Aleaciones; Hierro; Corrosión; Resistencia a la corrosión; Resistencia al agua; Resistencia térmica";""
"Handbook of plastics and elastomers";"Harper, Charles A. (ed.");"";"1975";"McGraw-Hill";"";"678.074/H294/H";"";"";"Plásticos; Elastómeros; Polímeros termoplásticos; Polímeros termoendurecibles; Estructura química; Polimerización; Materias primas; Propiedades; Ensayos; Retardantes de fuego; Resinas alquídicas; Ftalatos; Epoxi; Melamina; Urea; Resinas fenólicas; Polibutadieno; Poliester; Siliconas; Acetales; Resinas acrílicas; Resinas celulósicas; Ionómeros; Nylon; Eteres; Sulfonas; Policarbonatos; Poliester; Polietileno; Polipropileno; Poliamidas; Poliimidas; Poliestireno; Resinas vinílicas; Películas; Acabado de superficies; Pinturas; Propiedades físicas; Propiedades eléctricas; Aislación eléctrica; Materiales aislantes; Aislación térmica; Ensayos eléctricos; Propiedades mecánicas; Ensayos mecánicos; Ensayos de resistencia; Ensayos de compresión; Tensiones; Flexión; Corte; Ensayos de dureza; Ensayos de impacto; Ensayos de fatiga; Deformación; Fisuras; Ensayos físicos; Absorción de agua; Humedad; Resistencia al agua; Resistencia térmica; Desgaste; Envejecimiento de materiales; Expansión; Conductividad térmica; Inflamabilidad; Propiedades químicas; Resistencia química; Caucho natural; Caucho sintético; Estireno butadieno; Acrilonitrilos; Caucho butílico; Cloropreno; Etileno; Polipropileno; Poliuretano; Ensayos de fractura; Ensayos no destructivos; Plásticos laminados; Plásticos reforzados; Fibras sintéticas; Uniones; Adhesivos; Fibras acrílicas; Fibras poliester; Rayon; Acetatos; Fibras de vidrio; Alquenos; Espumas; Poliolefinas; PVC; Agentes espumantes; Agentes de curado; Cargas; Monómeros; Recubrimientos superficiales; Adhesivos; Preparación de superficies; Juntas; Normalización; Diseño; Moldeo";""
"Comentarios al capítulo 21 de la agenda 21:Asuntos relativos al manejo ambientalmente adecuado de los residuos sólidos y de las aguas servidas";"Arteaga, José Miguel";"Comisión Económica para América Latina y el Caribe (CEPAL)";"1993";"CEPAL";"";"628.54/C733/Ser.LC/R/1318";"";"";"Medio ambiente; Desechos sólidos; Aguas servidas; Tratamiento de aguas; Contaminación ambiental; Saneamiento ambiental; Reciclaje; Política ambiental; Gestión ambiental";""
"Técnicas de aguas; problemática y tratamiento";"Aznar Carrasco, Andrés";"";"s.f.";"Alción";"";"628.1/A991";"";"";"Agua; Abastecimiento de agua; Calidad; Agua potable; Tratamiento de aguas; Desinfección; Osmosis inversa; Corrosión";""
"Arquitectura y urbanismo industrial; diseño y construcción de plantas, edificios y polígonos industriales";"Heredia, Rafael de";"";"1981";"Escuela Técnica Superior de Ingenieros Industriales de la Universidad Politécnica de Madrid";"";"725.4/D286";"";"";"Arquitectura; Urbanismo; Layout; Plantas industriales; Edificios industriales; Proyectos arquitectónicos; Diseño; Estructuras; Sistemas estructurales; Iluminación natural; Climatización; Ubicación; Abastecimiento de agua; Saneamiento ambiental; Redes eléctricas; Alumbrado público; Legislación; Normalización; Seguridad industrial; Seguridad en la construcción";""
"Convenio internacional para prevenir la contaminación de las aguas del mar con petróleos e hidrocarburos(Londres 1954)";"";"Prefectura Nacional Marítima (PNM)";"1958";"PNM";"Conferencia internacional sobre contaminación de las aguas del mar con petróleos e hidrocarburos en general. GB. 1954";"347.79/A691co";"";"";"Contaminación del mar; Petróleo; Control de la contaminación; Hidrocarburos; Convenios";""
"Vigilancia epidemiológica de la contaminación química del ambiente";"Sandoval, Hernán";"Comisión Económica para América Latina y el Caribe (CEPAL)";"1993";"CEPAL";"";"628.54/C733/Ser.LC/R/1310";"";"";"Vigilancia epidemiológica; Contaminación ambiental; Salud pública; Epidemiología; Industria química; Contaminación del agua; Contaminación del aire; Contaminación de alimentos; Política ambiental; Gestión ambiental";""
"Fisiología comparada";"Prosser, C.Ladd; Brown, Frank A.";"";"1968";"Centro Regional de Ayuda Técnica";"";"612-019";"";"";"Fisiología; Agua; Osmosis; Iones; Nutrición; Alimentación; Digestión; Nitrógeno; Oxígeno; Sistema respiratorio; Metabolismo; Temperatura; Sistema circulatorio; Músculos; Sistema nervioso";""
"Microturbina flotante para ríos de llanura";"Luna Pont, C.; Martínez, S.; Ponta, F.";"Universidad de Buenos Aires.Facultad de Ingeniería (UBA)";"1993";"Secretaría de Investigación y Doctorado";"";"62/69/U54/Ser.009";"";"";"Energía; Turbinas de agua; Centrales hidroeléctricas; Ríos";""
"Proceedings";"";"";"1994";"Elsevier science";"International Desalination Association (IDA) // WRPC, Tokyo, JP. World conference on desalination and water treatment. JP. 1993";"PP-712";"";"";"Desalinización; Corrosión; Automatización; Control de procesos; Tratamiento de aguas; Sustancias químicas; Costos; Medio ambiente";""
"GEMS/Water operational guide";"";"United Nations Environment Programme (UNEP) // World Health Organization (WHO) // United Nations Educational, Scientific and Cultural Organization (UNESCO)";"1992";"UNEP // WHO // UNESCO // WMO";"";"628.1/G323";"";"";"Agua; Calidad; Abastecimiento de agua; Agua subterránea; Agua superficial; Análisis de agua; Ensayos físicos; Ensayos químicos; Monitoreo; Análisis microbiológico; Control de calidad; Ensayos biológicos; Hidrología; Procesamiento de datos; Software";""
"Assessment of sources of air, water, and land pollution; a guide to rapid source inventory techniques and their use in formulating environmental control strategies";"Economopoulos, Alexander P.";"";"1993";"WHO";"";"614.7/E19";"";"";"Contaminación ambiental; Contaminación del aire; Contaminación del agua; Contaminación del suelo; Control de la contaminación; Planificación ambiental";""
"Determinación de caudal y técnicas de muestreo en agua superficial";"Quiñones-Márquez, Ferdinand; Guzmán-Ríos, Senén";"";"1986";"United States Geological Survey";"";"556.5/Q7";"";"";"Agua superficial; Recursos hídricos; Muestreo; Medidores; Velocidad; Métodos de determinación; Métodos de análisis; Calidad";""
"I curso internacional sobre tratamiento de efluentes por digestión anaerobia";"Chamy, R.";"";"s.f.";"s.e.";"";"628.54/C858";"";"";"Tratamiento de efluentes; Efluentes industriales; Aguas residuales; Tratamiento de aguas; Purificación; Relleno sanitario; Biogas; Aguas servidas; Aguas tóxicas; Digestión anaeróbica";""
"The clean water act of 1987";"";"Water Environment Federation (WEF)";"1993";"WEF";"";"628.1/.3/W329";"";"";"Agua; Contaminación del agua; Control de la contaminación; Contaminantes; Planificación ambiental; Legislación; Purificación; Saneamiento ambiental";""
"Corrosión e incrustación microbiológica en sistemas de captación y conducción de agua; aspectos teóricos y aplicados";"Gariboglio, Miguel A.; Smith, Stuart A.";"";"1993";"CFI";"";"628.11/.14/C825";"";"";"Corrosión; Incrustaciones biológicas; Abastecimiento de agua; Captación del agua; Bacterias; Pozos";""
"Standards for the use and disposal of sewage sludge (40 CFR Parts 257, 403 and 503), final rule. Phased-in submission of sewage sludge permit application (Revisions to 40 CFR Parts 122, 123 and 501), final rule";"";"Water Environment Federation (WEF) // Environmental Protection Agency (EPA)";"1993";"WEF // Federal Register";"";"614.3/F686/40/Parts.257, 403, 503";"";"";"Aguas residuales; Tratamiento de aguas; Aguas servidas; Lodos; Contaminación del agua; Contaminantes; Normas; Regulación; Disposición de efluentes";""
"Proceedings";"";"";"1994";"Elsevier Science";"International Desalination Association (IDA) // Water Re-Use Promotion Center (WRPC), Tokyo, JP. World conference on desalination and water treatment. JP. 1993";"PP-712";"";"";"Desalinización; Tratamiento de aguas; Aguas residuales; Tratamiento de efluentes; Purificación; Potabilización";""
"Programas de saneamiento de sitios contaminados";"Brion, Jorge Rodolfo";"Coordinación Ecológica Area Metropolitana Sociedad del Estado (CEAMSE)";"1992";"CEAMSE";"";"628.1/.3/B858";"";"";"Planificación ambiental; Saneamiento ambiental; Proyectos; Contaminación ambiental; Control de la contaminación; Residuos peligrosos; Efluentes industriales; Agua subterránea; Descontaminación; Medidas de seguridad; Política ambiental";""
"Outdoor algal mass cultures: I. Applications";"Goldman, Joel C.";"Woods Hole Oceanographic Institution";"1978";"Woods Hole Oceanographic Institution";"";"628.3/G618";"";"";"Tratamiento de aguas; Algas marinas; Nutrientes; Fotosíntesis; Biomasa";""
"Outdoor algal mass cultures: II.Photosynthetic yield limitations";"Goldman, Joel C.";"Woods Hole Oceanographic Institution";"1978";"Woods Hole Oceanographic Institution";"";"628.3/G618a";"";"";"Tratamiento de aguas; Algas marinas; Nutrientes; Fotosíntesis; Biomasa";""
"Industrial boiler management; and operator's guide";"Oliver, Kenneth G.";"";"1989";"Industrial press";"";"Mecánica/5";"";"";"Calderas de vapor; Calor; Vapor; Combustión; Combustibles; Agua; Control; Seguridad; Mantenimiento; Conservación de la energía; Procesos industriales";""
"Official and standardized methods of analysis";"Watson, C.A.";"Royal Society of Chemistry. Analytical Methods Committee";"1994";"Royal Society of Chemistry";"";"543.06/W337/H";"";"";"Métodos de análisis; Análisis químico; Alimentos; Alimentación animal; Aditivos alimentarios; Antibióticos; Drogas; Vitaminas; Trazas de sustancias; Cosméticos; Aceites esenciales; Fertilizantes; Nitrógeno; Fósforo; Potasio; Nitratos; Compuestos de nitrógeno; Productos cárnicos; Extractos de carne; Productos lácteos; Leche; Residuos de pesticidas; Sustancias peligrosas; Grasas; Aceites; Jabones; Técnicas estadísticas; Análisis de agua; Cerveza; Bebidas";""
